ARTICLE,ARTICLE,Moses2021121,"Moses, W.K. and Vaya, S.","Deterministic protocols in the SINR model without knowledge of coordinates","Journal of Computer and System Sciences",2021,115,121-145,10.1016/j.jcss.2020.06.002,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089520279&doi=10.1016%2fj.jcss.2020.06.002&partnerID=40&md5=fd89f73cb4c5f55fb0e9130bd6982a75,Article,Scopus,"@ARTICLE{Moses2021121,
author={Moses, W.K. and Vaya, S.},
title={Deterministic protocols in the SINR model without knowledge of coordinates},
journal={Journal of Computer and System Sciences},
year={2021},
volume={115},
pages={121-145},
doi={10.1016/j.jcss.2020.06.002},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089520279&doi=10.1016%2fj.jcss.2020.06.002&partnerID=40&md5=fd89f73cb4c5f55fb0e9130bd6982a75},
document_type={Article},
source={Scopus},
}"
ARTICLE,ARTICLE,E2021,"E, S.K. and Talasila, V. and Pasumarthy, R.","A novel architecture to identify locations for Real Estate Investment","International Journal of Information Management",2021,56,10.1016/j.ijinfomgt.2019.09.008,102012,"cited By 2",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074520121&doi=10.1016%2fj.ijinfomgt.2019.09.008&partnerID=40&md5=fc77fdb2f81511e787e04f30ceeea91d,Article,Scopus,"@ARTICLE{E2021,
author={E, S.K. and Talasila, V. and Pasumarthy, R.},
title={A novel architecture to identify locations for Real Estate Investment},
journal={International Journal of Information Management},
year={2021},
volume={56},
doi={10.1016/j.ijinfomgt.2019.09.008},
art_number={102012},
note={cited By 2},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074520121&doi=10.1016%2fj.ijinfomgt.2019.09.008&partnerID=40&md5=fc77fdb2f81511e787e04f30ceeea91d},
document_type={Article},
source={Scopus},
}"
ARTICLE,ARTICLE,Gosala2021,"Gosala, D.B. and Raghukumar, H. and Allen, C.M. and Shaver, G.M. and McCarthy, J.E. and Lutz, T.P.","Model-based design of dynamic firing patterns for supervisory control of diesel engine vibration","Control Engineering Practice",2021,107,10.1016/j.conengprac.2020.104681,104681,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096822232&doi=10.1016%2fj.conengprac.2020.104681&partnerID=40&md5=8ca3052a6a6c4985435256ea91ff67c2,Article,Scopus,"@ARTICLE{Gosala2021,
author={Gosala, D.B. and Raghukumar, H. and Allen, C.M. and Shaver, G.M. and McCarthy, J.E. and Lutz, T.P.},
title={Model-based design of dynamic firing patterns for supervisory control of diesel engine vibration},
journal={Control Engineering Practice},
year={2021},
volume={107},
doi={10.1016/j.conengprac.2020.104681},
art_number={104681},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096822232&doi=10.1016%2fj.conengprac.2020.104681&partnerID=40&md5=8ca3052a6a6c4985435256ea91ff67c2},
document_type={Article},
source={Scopus},
}"
ARTICLE,ARTICLE,Joseph2021,"Joseph, C. and Mohan, R.","A parallel, object-oriented framework for unsteady free-wake analysis of multi-rotor/wing systems","Computers and Fluids",2021,215,10.1016/j.compfluid.2020.104788,104788,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097635398&doi=10.1016%2fj.compfluid.2020.104788&partnerID=40&md5=d98e4379b807e116e9eeefe64bf1a0cb,Article,Scopus,"@ARTICLE{Joseph2021,
author={Joseph, C. and Mohan, R.},
title={A parallel, object-oriented framework for unsteady free-wake analysis of multi-rotor/wing systems},
journal={Computers and Fluids},
year={2021},
volume={215},
doi={10.1016/j.compfluid.2020.104788},
art_number={104788},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097635398&doi=10.1016%2fj.compfluid.2020.104788&partnerID=40&md5=d98e4379b807e116e9eeefe64bf1a0cb},
document_type={Article},
source={Scopus},
}"
ARTICLE,ARTICLE,Sandhu2021,"Sandhu, J.P.S. and Ghosh, S.","A local correlation-based zero-equation transition model","Computers and Fluids",2021,214,10.1016/j.compfluid.2020.104758,104758,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093647887&doi=10.1016%2fj.compfluid.2020.104758&partnerID=40&md5=f54ee80440a7794901ed3adc60913a42,Article,Scopus,"@ARTICLE{Sandhu2021,
author={Sandhu, J.P.S. and Ghosh, S.},
title={A local correlation-based zero-equation transition model},
journal={Computers and Fluids},
year={2021},
volume={214},
doi={10.1016/j.compfluid.2020.104758},
art_number={104758},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093647887&doi=10.1016%2fj.compfluid.2020.104758&partnerID=40&md5=f54ee80440a7794901ed3adc60913a42},
document_type={Article},
source={Scopus},
}"
ARTICLE,ARTICLE,Dwivedi2021299,"Dwivedi, V. and Parashar, N. and Srinivasan, B.","Distributed learning machines for solving forward and inverse problems in partial differential equations",Neurocomputing,2021,420,299-316,10.1016/j.neucom.2020.09.006,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092235004&doi=10.1016%2fj.neucom.2020.09.006&partnerID=40&md5=a3a7e58f0c3dced0b241587a4bb1950e,Article,Scopus,"@ARTICLE{Dwivedi2021299,
author={Dwivedi, V. and Parashar, N. and Srinivasan, B.},
title={Distributed learning machines for solving forward and inverse problems in partial differential equations},
journal={Neurocomputing},
year={2021},
volume={420},
pages={299-316},
doi={10.1016/j.neucom.2020.09.006},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092235004&doi=10.1016%2fj.neucom.2020.09.006&partnerID=40&md5=a3a7e58f0c3dced0b241587a4bb1950e},
document_type={Article},
source={Scopus},
}"
ARTICLE,ARTICLE,Kumari2021173,"Kumari, S. and Aravindakshan, S. and Jain, U. and Srinivasa Chakravarthy, V.","Convolutional Elman Jordan Neural Network for Reconstruction and Classification Using Attention Window","Advances in Intelligent Systems and Computing",2021,1189,173-181,10.1007/978-981-15-6067-5_20,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092186949&doi=10.1007%2f978-981-15-6067-5_20&partnerID=40&md5=30d538a9c252c55cfb33f877ba560f0d,"Conference Paper",Scopus,"@ARTICLE{Kumari2021173,
author={Kumari, S. and Aravindakshan, S. and Jain, U. and Srinivasa Chakravarthy, V.},
title={Convolutional Elman Jordan Neural Network for Reconstruction and Classification Using Attention Window},
journal={Advances in Intelligent Systems and Computing},
year={2021},
volume={1189},
pages={173-181},
doi={10.1007/978-981-15-6067-5_20},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092186949&doi=10.1007%2f978-981-15-6067-5_20&partnerID=40&md5=30d538a9c252c55cfb33f877ba560f0d},
document_type={Conference Paper},
source={Scopus},
}"
ARTICLE,ARTICLE,VijayaBhaskar2021196,"Vijaya Bhaskar, A. and Venkatesh, T.G.","Performance analysis of network-on-chip in many-core processors","Journal of Parallel and Distributed Computing",2021,147,196-208,10.1016/j.jpdc.2020.09.013,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092153218&doi=10.1016%2fj.jpdc.2020.09.013&partnerID=40&md5=a6f34a8d4a5e855cd18248f7ff405507,Article,Scopus,"@ARTICLE{VijayaBhaskar2021196,
author={Vijaya Bhaskar, A. and Venkatesh, T.G.},
title={Performance analysis of network-on-chip in many-core processors},
journal={Journal of Parallel and Distributed Computing},
year={2021},
volume={147},
pages={196-208},
doi={10.1016/j.jpdc.2020.09.013},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092153218&doi=10.1016%2fj.jpdc.2020.09.013&partnerID=40&md5=a6f34a8d4a5e855cd18248f7ff405507},
document_type={Article},
source={Scopus},
}"
ARTICLE,ARTICLE,Kumari2021983,"Kumari, S. and Aravindakshan, S. and Srinivasa Chakravarthy, V.","Elman and Jordan Recurrence in Convolutional Neural Networks Using Attention Window","Advances in Intelligent Systems and Computing",2021,1165,983-993,10.1007/978-981-15-5113-0_83,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089724540&doi=10.1007%2f978-981-15-5113-0_83&partnerID=40&md5=bbcee5d6f9fdc163255d260fbd868737,"Conference Paper",Scopus,"@ARTICLE{Kumari2021983,
author={Kumari, S. and Aravindakshan, S. and Srinivasa Chakravarthy, V.},
title={Elman and Jordan Recurrence in Convolutional Neural Networks Using Attention Window},
journal={Advances in Intelligent Systems and Computing},
year={2021},
volume={1165},
pages={983-993},
doi={10.1007/978-981-15-5113-0_83},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089724540&doi=10.1007%2f978-981-15-5113-0_83&partnerID=40&md5=bbcee5d6f9fdc163255d260fbd868737},
document_type={Conference Paper},
source={Scopus},
}"
ARTICLE,ARTICLE,Thodi2021,"Thodi, B.T. and Chilukuri, B.R. and Vanajakshi, L.","An analytical approach to real-time bus signal priority system for isolated intersections","Journal of Intelligent Transportation Systems: Technology, Planning, and Operations",2021,10.1080/15472450.2020.1797504,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099579782&doi=10.1080%2f15472450.2020.1797504&partnerID=40&md5=588f6dc5de4ae8684f8486c5257cfa5f,Article,Scopus,"@ARTICLE{Thodi2021,
author={Thodi, B.T. and Chilukuri, B.R. and Vanajakshi, L.},
title={An analytical approach to real-time bus signal priority system for isolated intersections},
journal={Journal of Intelligent Transportation Systems: Technology, Planning, and Operations},
year={2021},
doi={10.1080/15472450.2020.1797504},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099579782&doi=10.1080%2f15472450.2020.1797504&partnerID=40&md5=588f6dc5de4ae8684f8486c5257cfa5f},
document_type={Article},
source={Scopus},
}"
ARTICLE,ARTICLE,Rohith2021856,"Rohith, G.","Fractional power rate reaching law for augmented sliding mode performance","Journal of the Franklin Institute",2021,358,1,856-876,10.1016/j.jfranklin.2020.11.018,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097253205&doi=10.1016%2fj.jfranklin.2020.11.018&partnerID=40&md5=f2190b8be05e36cbccee164548ce1164,Article,Scopus,"@ARTICLE{Rohith2021856,
author={Rohith, G.},
title={Fractional power rate reaching law for augmented sliding mode performance},
journal={Journal of the Franklin Institute},
year={2021},
volume={358},
number={1},
pages={856-876},
doi={10.1016/j.jfranklin.2020.11.018},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097253205&doi=10.1016%2fj.jfranklin.2020.11.018&partnerID=40&md5=f2190b8be05e36cbccee164548ce1164},
document_type={Article},
source={Scopus},
}"
ARTICLE,ARTICLE,Ravi202117,"Ravi, A. and Kaisare, N.S.","Two-layered dynamic control for simultaneous set-point tracking and improved economic performance","Journal of Process Control",2021,97,17-25,10.1016/j.jprocont.2020.11.008,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096848136&doi=10.1016%2fj.jprocont.2020.11.008&partnerID=40&md5=57c8d3cc677df803e96062f91a588e11,Article,Scopus,"@ARTICLE{Ravi202117,
author={Ravi, A. and Kaisare, N.S.},
title={Two-layered dynamic control for simultaneous set-point tracking and improved economic performance},
journal={Journal of Process Control},
year={2021},
volume={97},
pages={17-25},
doi={10.1016/j.jprocont.2020.11.008},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096848136&doi=10.1016%2fj.jprocont.2020.11.008&partnerID=40&md5=57c8d3cc677df803e96062f91a588e11},
document_type={Article},
source={Scopus},
}"
ARTICLE,ARTICLE,Nag2021,"Nag, A. and V, S. and Bandyopadhyay, S.","A uniform geometric-algebraic framework for the forward kinematic analysis of 6-6 stewart platform manipulators of various architectures and other related 6-6 spatial manipulators","Mechanism and Machine Theory",2021,155,10.1016/j.mechmachtheory.2020.104090,104090,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092255349&doi=10.1016%2fj.mechmachtheory.2020.104090&partnerID=40&md5=a7f334a31f815b4d45eaf50f62a8190a,Article,Scopus,"@ARTICLE{Nag2021,
author={Nag, A. and V, S. and Bandyopadhyay, S.},
title={A uniform geometric-algebraic framework for the forward kinematic analysis of 6-6 stewart platform manipulators of various architectures and other related 6-6 spatial manipulators},
journal={Mechanism and Machine Theory},
year={2021},
volume={155},
doi={10.1016/j.mechmachtheory.2020.104090},
art_number={104090},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092255349&doi=10.1016%2fj.mechmachtheory.2020.104090&partnerID=40&md5=a7f334a31f815b4d45eaf50f62a8190a},
document_type={Article},
source={Scopus},
}"
ARTICLE,ARTICLE,Nag2021,"Nag, A. and Bandyopadhyay, S.","Singularity-free spheres in the position and orientation workspaces of Stewart platform manipulators","Mechanism and Machine Theory",2021,155,10.1016/j.mechmachtheory.2020.104041,104041,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090211269&doi=10.1016%2fj.mechmachtheory.2020.104041&partnerID=40&md5=6e40eccc5bc82737dabba5869f82c831,Article,Scopus,"@ARTICLE{Nag2021,
author={Nag, A. and Bandyopadhyay, S.},
title={Singularity-free spheres in the position and orientation workspaces of Stewart platform manipulators},
journal={Mechanism and Machine Theory},
year={2021},
volume={155},
doi={10.1016/j.mechmachtheory.2020.104041},
art_number={104041},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090211269&doi=10.1016%2fj.mechmachtheory.2020.104041&partnerID=40&md5=6e40eccc5bc82737dabba5869f82c831},
document_type={Article},
source={Scopus},
}"
ARTICLE,ARTICLE,Kunche2021,"Kunche, L. and Natarajan, U.","Structure and dynamics of aqueous solutions containing poly-(acrylic acid) and non-ionic surfactant pentaethylene glycol n-octyl ether (C<inf>8</inf>E<inf>5</inf>): A molecular simulations study","Computational Materials Science",2021,186,10.1016/j.commatsci.2020.110043,110043,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090421652&doi=10.1016%2fj.commatsci.2020.110043&partnerID=40&md5=ab65013222345a1a6546770654a3dbda,Article,Scopus,"@ARTICLE{Kunche2021,
author={Kunche, L. and Natarajan, U.},
title={Structure and dynamics of aqueous solutions containing poly-(acrylic acid) and non-ionic surfactant pentaethylene glycol n-octyl ether (C<inf>8</inf>E<inf>5</inf>): A molecular simulations study},
journal={Computational Materials Science},
year={2021},
volume={186},
doi={10.1016/j.commatsci.2020.110043},
art_number={110043},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090421652&doi=10.1016%2fj.commatsci.2020.110043&partnerID=40&md5=ab65013222345a1a6546770654a3dbda},
document_type={Article},
source={Scopus},
}"
ARTICLE,ARTICLE,Roy2021,"Roy, I. and Rebeiro, C. and Hazra, A. and Bhunia, S.","FaultDroid: An algorithmic approach for fault-induced information leakage analysis","ACM Transactions on Design Automation of Electronic Systems",2021,26,1,10.1145/3410336,2,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099106824&doi=10.1145%2f3410336&partnerID=40&md5=ee390616d70724af162c500c04a3931e,Article,Scopus,"@ARTICLE{Roy2021,
author={Roy, I. and Rebeiro, C. and Hazra, A. and Bhunia, S.},
title={FaultDroid: An algorithmic approach for fault-induced information leakage analysis},
journal={ACM Transactions on Design Automation of Electronic Systems},
year={2021},
volume={26},
number={1},
doi={10.1145/3410336},
art_number={2},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099106824&doi=10.1145%2f3410336&partnerID=40&md5=ee390616d70724af162c500c04a3931e},
document_type={Article},
source={Scopus},
}"
ARTICLE,ARTICLE,Sinha2021232,"Sinha, A. and Modiano, E.","Throughput-optimal broadcast in wireless networks with point-to-multipoint transmissions","IEEE Transactions on Mobile Computing",2021,20,1,232-246,10.1109/TMC.2019.2940025,8827940,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097738217&doi=10.1109%2fTMC.2019.2940025&partnerID=40&md5=853232a7c7155f0aca77be80eaed70cd,Article,Scopus,"@ARTICLE{Sinha2021232,
author={Sinha, A. and Modiano, E.},
title={Throughput-optimal broadcast in wireless networks with point-to-multipoint transmissions},
journal={IEEE Transactions on Mobile Computing},
year={2021},
volume={20},
number={1},
pages={232-246},
doi={10.1109/TMC.2019.2940025},
art_number={8827940},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097738217&doi=10.1109%2fTMC.2019.2940025&partnerID=40&md5=853232a7c7155f0aca77be80eaed70cd},
document_type={Article},
source={Scopus},
}"
ARTICLE,ARTICLE,Chand2021253,"Chand, A.K.B. and Reddy, K.M.","Monotonicity Preserving Rational Cubic Graph-Directed Fractal Interpolation Functions","Advances in Intelligent Systems and Computing",2021,1170,253-267,10.1007/978-981-15-5411-7_20,"cited By 0",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097628661&doi=10.1007%2f978-981-15-5411-7_20&partnerID=40&md5=b589a09f165efed4b284595fffd7dbc7,"Conference Paper",Scopus,"@ARTICLE{Chand2021253,
author={Chand, A.K.B. and Reddy, K.M.},
title={Monotonicity Preserving Rational Cubic Graph-Directed Fractal Interpolation Functions},
journal={Advances in Intelligent Systems and Computing},
year={2021},
volume={1170},
pages={253-267},
doi={10.1007/978-981-15-5411-7_20},
note={cited By 0},
url={https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097628661&doi=10.1007%2f978-981-15-5411-7_20&partnerID=40&md5=b589a09f165efed4b284595fffd7dbc7},
document_type={Conference Paper},
source={Scopus},
}"
